Best Hit,Component RT,Base Peak MZ,CAS#,Library RI,Component RI,Match Factor,Compound Name,Formula,Library File,Component Area,Base Peak Area,Type,Comment
True,4.09377261088891,70.0999984741211,1000318-17-0,1688,775.963610610108,55.1933409017893,"(4-Methyl-piperazin-1-yl)-acetic acid, hydrazide",C7H16N4O,NIST17.L,370493.842499165,84209.4216339082,Sample,72103119
True,4.29205443965035,56.0999984741211,123-86-4,812,786.339606812454,97.0716003737043,"Acetic acid, butyl ester",C6H12O2,NIST17.L,3255535.88053301,327926.959088426,Sample,72103119
True,4.35030459480409,83.0999984741211,1000373-73-4,1137,789.387810434726,72.2308405992715,3-Methylbutan-2-yl (E)-2-methylbut-2-enoate,C10H18O2,NIST17.L,210278.260102282,58164.8888705066,Sample,72103119
True,4.47974302314698,89,21983-72-2,821,796.161263399694,65.7958176174705,"3,3-Dimethoxy-2-butanone",C6H12O3,NIST17.L,149698.139915987,60199.7864303902,Sample,72103119
True,4.88134304913547,89,21983-72-2,821,817.17680663201,77.9660284920144,"3,3-Dimethoxy-2-butanone",C6H12O3,NIST20.L,383368.504708683,132511.195828125,Sample,72103119
True,5.00384563740087,103,75-69-4,473,823.587310300244,73.1679996726893,Trichloromonofluoromethane,CCl3F,NIST17.L,64867.0941213122,55464.7021970948,Sample,72103119
True,5.15834667065525,79,9513-94-4,1044,831.672277764584,57.2578397990335,1H-Pyrrole-2-carbonitrile,C5H4N2,NIST17.L,185405.186263636,26030.4282099158,Sample,72103119
True,5.31564987909037,92,9513-94-4,1044,839.903881757421,72.5995312176895,1H-Pyrrole-2-carbonitrile,C5H4N2,NIST17.L,401746.324404383,214810.866980807,Sample,72103119
True,5.3187468208375,78,58402-90-7,1117,840.065943283724,51.4007778819924,Ethylene phosphite,C2H5O3P,NIST17.L,605650.558801907,153493.943571082,Sample,72103119
True,5.32200561507299,91,108-38-3,866,840.236474475729,98.6801727339106,"Benzene, 1,3-dimethyl-",C8H10,NIST17.L,7517083.09249133,3024544.80617162,Sample,72103119
True,5.32737604477933,107,10147-36-1,1002,840.517506573254,60.5122647212344,1-Propanesulfonyl chloride,C3H7ClO2S,NIST17.L,255884.14867702,131539.232409627,Sample,72103119
True,5.6467528452835,101,696-59-3,892,857.230346523585,87.3308407854124,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,332718.031223902,62658.3382364705,Sample,72103119
True,5.79526084664183,104,100-42-5,893,865.001701406366,88.3163374246905,Styrene,C8H8,NIST17.L,1028181.17996443,404190.834281524,Sample,72103119
True,5.83615794548222,91,106-42-3,865,867.141827634299,90.109697485918,"1,4-Dimethylbenzene",C8H10,Tesla_Libary_2021_01_01.mslibrary.xml,2650092.16406682,1154006.82909725,Sample,72103119
True,5.88483337191275,55,10493-98-8,926,869.68899014004,94.8155974389787,"2-Cyclopenten-1-one, 2-hydroxy-",C5H6O2,NIST17.L,54027.3886870444,46323.9064300209,Sample,72103119
True,5.98184474443985,101,696-59-3,892,874.765550302982,83.0595371668555,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,244549.479666646,59993.0828771995,Sample,72103119
True,6.09392745514124,112,632-15-5,888,880.630786607542,89.0270160837707,"Thiophene, 3,4-dimethyl-",C6H8S,NIST20.L,74952.8270511883,17886.8613506069,Sample,72103119
True,6.21889881539879,57.0999984741211,628-55-7,808,887.170479969936,87.8223523109371,Isobutyl ether,C8H18O,NIST17.L,84663.1555413194,46624.3564437226,Sample,72103119
