Best Hit,Component RT,Base Peak MZ,CAS#,Library RI,Component RI,Match Factor,Compound Name,Formula,Library File,Component Area,Base Peak Area,Type,Comment
True,4.15614411121212,78.0999984741211,24921-89-9,353,782.990824797803,59.4997010395009,"Cyclopropene, 1-chloro-2,3,3-trifluoro-",C3ClF3,NIST17.L,359225.718977677,55099.241613721,Sample,72102278
True,4.28114140256154,56,123-86-4,812,789.450076783821,92.4374744694347,"Acetic acid, butyl ester",C6H12O2,NIST17.L,854291.513749666,189047.816840521,Sample,72102278
True,4.34937165979975,83,1678-91-7,836,792.975884581851,82.1598053198371,"Cyclohexane, ethyl-",C8H16,NIST17.L,123117.578325955,40234.9841491763,Sample,72102278
True,4.47953147906417,89.0999984741211,21983-72-2,821,799.701910898159,65.8727636811983,"3,3-Dimethoxy-2-butanone",C6H12O3,NIST17.L,86433.6504844548,31047.1502413515,Sample,72102278
True,4.88056900386765,89.0999984741211,21983-72-2,821,820.425579392008,73.2956230263046,"3,3-Dimethoxy-2-butanone",C6H12O3,NIST20.L,250113.406372058,119017.319953918,Sample,72102278
True,5.01447666267142,103,75-69-4,473,827.345275824896,74.5551119027821,Trichloromonofluoromethane,CCl3F,NIST17.L,123998.217292971,50545.2954136746,Sample,72102278
True,5.15641661846098,78.0999984741211,71-43-2,654,834.680042294084,53.5201327757501,Benzene,C6H6,NIST17.L,242191.060331687,109755.126779944,Sample,72102278
True,5.24430780209727,93,31108-57-3,1166,839.221831130685,79.0162169972081,1H-Pyrazole-4-carbonitrile,C4H3N3,NIST17.L,78412.6524504448,60880.77025761,Sample,72102278
True,5.31873740208046,61,1618-26-4,889,843.067990805985,52.2833355884285,"2,4-Dithiapentane",C3H8S2,NIST17.L,22922.901135928,12816.9824402432,Sample,72102278
True,5.32883619725389,107,10147-36-1,1002,843.589847416446,51.1526838036009,1-Propanesulfonyl chloride,C3H7ClO2S,NIST17.L,356177.825395218,202962.116836159,Sample,72102278
True,5.3317316724765,91,108-38-3,866,843.739471491338,97.3576590234914,"Benzene, 1,3-dimethyl-",C8H10,NIST17.L,10690262.4767311,4329398.73123509,Sample,72102278
True,5.64981953977853,101,696-59-3,892,860.176705181908,80.7898714400842,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,212814.348147889,61370.4864038772,Sample,72102278
True,5.84708451098338,103,585-71-7,1125,870.370399327366,60.5962144295692,"Benzene, (1-bromoethyl)-",C8H9Br,NIST17.L,1062160.8596392,97471.7007530349,Sample,72102278
True,5.84931342251096,91,108-38-3,866,870.485578632899,97.6009547742538,"1,3-Dimethylbenzene",C8H10,Tesla_Libary_2021_01_01.mslibrary.xml,4780701.06063603,2003949.89879444,Sample,72102278
True,5.98987331458818,101.099998474121,696-59-3,892,877.74903012255,88.5436417921816,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,280189.233326644,60124.7643880408,Sample,72102278
True,6.21238711990132,57,111-76-2,906,889.247461195488,75.7100271849056,"Ethanol, 2-butoxy-",C6H14O2,NIST17.L,119560.749992078,49158.0655553591,Sample,72102278
True,6.34366788489246,124,14045-17-1,,896.031412534277,75.873245035148,2-Methyl-4-pyridinamine 1-oxide,C6H8N2O,NIST20.L,2094113.17238338,781904.336824884,Sample,72102278
True,6.35177333924752,67,170275-49-7,1460,896.450262987557,55.7305744399901,Cyclohexyl methyl ethylphosphonate,C9H19O3P,NIST17.L,537816.349637315,81243.6650055321,Sample,72102278
True,6.35327686185335,67.0999984741211,54788-76-0,1004,896.527957722162,50.4537739103248,"Spiro[2.4]heptane, 1,1-dichloro-",C7H10Cl2,NIST17.L,289351.575076229,81243.6650055321,Sample,72102278
True,6.73285638361842,114,616-04-6,1084,916.142780998283,82.6729638478711,"2,4-Imidazolidinedione, 1-methyl-",C4H6N2O2,NIST17.L,131935.288382822,88100.224249513,Sample,72102278
True,6.83378945613586,107,1000164-38-4,1616,921.358511211914,75.5744327675402,"Methanol, cyclohexylphenyl-",C13H18O,NIST17.L,175328.322185364,80423.2100488277,Sample,72102278
True,7.06504044657785,87.0999984741211,5131-66-8,945,933.30843751156,88.1506910239325,"2-Propanol, 1-butoxy-",C7H16O2,NIST17.L,144493.54145244,47924.8260147134,Sample,72102278
True,7.13142521423001,107,589-93-5,922,936.738879384895,89.4558287355444,"Pyridine, 2,5-dimethyl-",C7H9N,NIST17.L,242232.059994059,64045.6988817288,Sample,72102278
True,7.40641466570125,119,103-71-9,,950.948996591229,91.9744488292796,"Benzene, isocyanato-",C7H5NO,NIST17.L,406602.457102933,227965.193737243,Sample,72102278
True,7.46569928382888,105,506-68-3,,954.012537274768,76.862361653125,Cyanogen bromide,CBrN,NIST20.L,311438.605045988,217770.434613495,Sample,72102278
True,7.47095598086916,106,100-52-7,962,954.284177807381,87.9894964300872,Benzaldehyde,C7H6O,Tesla_Libary_2021_01_01.mslibrary.xml,866028.81074113,205064.623573385,Sample,72102278
True,7.66286129611909,120,2179-58-0,920,964.200911004346,61.244698355276,"Disulfide, methyl 2-propenyl",C4H8S2,NIST17.L,20027.0805434116,11691.8506115826,Sample,72102278
True,7.83470274109474,85,93691-87-3,1410,973.080840983279,71.911834035957,"Butanoic acid, 4-[(tetrahydro-2H-pyran-2-yl)oxy]-, methyl ester",C10H18O4,NIST17.L,108267.894323431,15823.1009890493,Sample,72102278
True,7.85013460819906,77,,979,973.878284809184,75.4811275873838,GC_BPMZ_77_RI_979,,Tesla_Libary_2021_01_01.mslibrary.xml,92265.581084911,45178.3690671697,Sample,72102278
True,7.90616983946319,93.0999984741211,62-53-3,977,976.773912985782,65.301124817471,Aniline,C6H7N,Tesla_Libary_2021_01_01.mslibrary.xml,198869.778910308,67897.1283100373,Sample,72102278
True,7.99601093465077,70,611-15-4,,981.416463766296,64.5463320673975,Vinyltoluene                        P427,C9H10,PMW_TOX2.L,76702.698927665,11934.643134033,Sample,72102278
True,8.04482300136746,103,625-08-1,980,983.938833935103,69.332106851063,"Butanoic acid, 3-hydroxy-3-methyl-",C5H10O3,NIST20.L,67869.6734801429,16622.6850826493,Sample,72102278
True,8.22520507065688,105,95-63-6,990,993.260101833962,75.258851461104,"1,2,4-Trimethylbenzene              P434",C9H12,Tesla_Libary_2021_01_01.mslibrary.xml,178986.05019213,59031.1636988899,Sample,72102278
True,8.26017036970202,121,61967-11-1,1308,995.066938405066,77.2403070425132,"Benzenemethanol, .alpha.-methyl-.alpha.-(1-methyl-2-propenyl)-",C12H16O,NIST17.L,204558.281427042,125903.661000234,Sample,72102278
True,8.32462569922453,73,2568-89-0,742,998.397676301328,66.3068469798416,"Propane, 2,2'-[methylenebis(oxy)]bis-",C7H16O2,NIST17.L,138268.138794872,68671.4029951877,Sample,72102278
True,8.46256939961334,59.0999984741211,20324-32-7,967,1005.5259357306,82.9168287332539,"2-Propanol, 1-(2-methoxy-1-methylethoxy)-",C7H16O3,NIST17.L,684925.303455068,292741.82797172,Sample,72102278
True,8.56255305098723,59.0999984741211,111-90-0,1007,1010.69260447785,63.5051998957277,2-(2-Ethoxyethoxy)ethanol,C6H14O3,Tesla_Libary_2021_01_01.mslibrary.xml,389623.606301548,161967.017835616,Sample,72102278
True,8.56258190430327,59,106-62-7,1046,1010.69409547687,86.302051146999,"1-Propanol, 2-(2-hydroxypropoxy)-",C6H14O3,NIST17.L,260958.820542009,156592.904992074,Sample,72102278
True,8.76632941297319,59,18197-25-6,745,1021.22277562518,84.4592728714515,"Formamide, N-formyl-N-methyl-",C3H5NO2,NIST17.L,673483.06082761,570090.525488087,Sample,72102278
True,8.79681899012486,59,60-35-5,629,1022.79832866031,84.4735176744509,Acetamide,C2H5NO,NIST17.L,1402022.52603983,1122790.36775498,Sample,72102278
True,8.79895811944675,73,13588-28-8,983,1022.90886845819,89.2505062090396,"1-Propanol, 2-(2-methoxypropoxy)-",C7H16O3,NIST17.L,6322120.39934528,2492753.98530208,Sample,72102278
True,8.82981782477082,72.0999984741211,3013-02-3,871,1024.50354791685,87.1651234074133,"Carbamothioic acid, dimethyl-, S-methyl ester",C4H9NOS,NIST17.L,485950.192534762,359456.105816098,Sample,72102278
True,8.85930526031404,105,557-93-7,583,1026.02731514843,69.3873391581137,Isopropenyl bromide,C3H5Br,NIST17.L,82440.5924002372,26011.0406697932,Sample,72102278
True,9.02938370651702,69,3333-52-6,1138,1034.81614192664,92.5244560232764,Tetramethylbutanedinitrile,C8H12N2,NIST17.L,1121335.37193671,542458.493280221,Sample,72102278
True,9.04947681540083,57.0999984741211,104-76-7,1030,1035.85445605379,82.2493293389517,"1-Hexanol, 2-ethyl-",C8H18O,Tesla_Libary_2021_01_01.mslibrary.xml,1108899.35317642,424138.471735573,Sample,72102278
True,9.08683606966323,59.0999984741211,53219-21-9,1042,1037.78500058547,82.0922048562545,Dihydromyrcenol,C10H20O,Tesla_Libary_2021_01_01.mslibrary.xml,4591975.47376671,2765973.45420228,Sample,72102278
True,9.15913143534571,108,100-51-6,1036,1041.52087341378,83.3954800068301,Benzyl alcohol,C7H8O,Tesla_Libary_2021_01_01.mslibrary.xml,35234.2907750271,28384.1377209932,Sample,72102278
True,9.2224857902823,138,41556-26-7,3458,1044.79471829897,74.9678970829663,"Decanedioic acid, bis(1,2,2,6,6-pentamethyl-4-piperidinyl) ester",C30H56N2O4,NIST17.L,63367.0768677063,39321.7861921867,Sample,72102278
True,9.32365393287776,91,33046-84-3,1388,1050.02259579077,54.9509321921687,"2-Pentenal, 5-phenyl-",C11H12O,NIST17.L,37997.5327382535,14749.4601898037,Sample,72102278
True,9.43691963773826,134,6007-26-7,1034,1055.87561645362,59.5866503664422,"1,3-Dithiane, 2-methyl-",C5H10S2,NIST17.L,65888.6930536518,33681.5730293541,Sample,72102278
True,9.6245429685319,112,3612-18-8,1103,1065.57107752296,80.3699635434809,1-Ethyl-4-piperidone,C7H13NO,NIST17.L,95219.1340069803,31986.7998691402,Sample,72102278
True,9.71717220746773,94,1000337-71-8,1783,1070.35770600987,64.441554879268,"1H-Pyrazole-4-carbothioamide, 5-amino-",C4H6N4S,NIST17.L,70347.4474205809,15577.3601223125,Sample,72102278
True,9.7643588715072,90,63697-00-7,883,1072.79608327485,67.7064783143149,(S)-Isopropyl lactate,C6H12O3,NIST17.L,90313.7314739184,8790.30753080462,Sample,72102278
True,9.79352156244921,105,98-86-2,1065,1074.30306928512,95.5986986114227,Acetophenone,C8H8O,NIST17.L,560969.986488032,228057.428322728,Sample,72102278
True,9.9565081798249,99,1113-12-8,707,1082.72542484669,57.0454215718628,"Silane, dimethyldi-2-propenyl-",C8H16Si,NIST17.L,59024.6382793792,26188.4299650224,Sample,72102278
True,10.0848215534577,119,529-20-4,1064,1089.35603583452,95.1335881388682,"Benzaldehyde, 2-methyl-",C8H8O,NIST17.L,419610.229275326,120915.657144525,Sample,72102278
True,10.1963610151734,121,108-60-1,1016,1095.1198526487,71.0554596329102,Bis(2-chloro-1-methylethyl) ether,C6H12Cl2O,NIST17.L,421529.566862967,100812.447854643,Sample,72102278
True,10.1968894526776,77.0999984741211,105-39-5,839,1095.14715972841,57.0298123542461,"Acetic acid, chloro-, ethyl ester",C4H7ClO2,NIST17.L,175857.788061249,29439.6777916414,Sample,72102278
True,10.2084249897835,111,1124-11-4,1088,1095.74326017312,52.3588258857441,"Pyrazine, tetramethyl-",C8H12N2,Tesla_Libary_2021_01_01.mslibrary.xml,169980.509611103,35197.357973973,Sample,72102278
True,10.260671992166,109.099998474121,90-05-1,1090,1098.4431311084,83.6959296665167,"Phenol, 2-methoxy-",C7H8O2,NIST17.L,331067.320478705,98724.1733697568,Sample,72102278
True,10.3553827741242,125.099998474121,18438-38-5,1099,1103.33732361334,90.7511427487049,"Pyridine, 2-(methylthio)-",C6H7NS,NIST20.L,553064.879182601,165982.882322816,Sample,72102278
True,10.4544235412414,57,17302-27-1,1108,1108.45526868873,73.860784500741,"2,5-Dimethylnonane",C11H24,Tesla_Libary_2021_01_01.mslibrary.xml,350684.065397312,70937.2776638045,Sample,72102278
True,10.50440967506,139,70288-99-2,1310,1111.03830893429,59.5023709690987,"Butanenitrile, 4-(dipropylamino)-",C10H20N2,NIST17.L,86061.4408692193,21303.439540875,Sample,72102278
True,10.5452736207147,57.0999984741211,72518-41-3,1356,1113.14995886907,70.2733169197758,"2-Piperidinecarboxylic acid, 2-methyl-",C7H13NO2,NIST17.L,78858.7236943158,21147.4628999592,Sample,72102278
True,10.671126603504,139,3033-23-6,1114,1119.65342882632,78.4336867170905,"(2S,4R)-4-Methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran",C10H18O,NIST17.L,121078.042499125,58154.7191686426,Sample,72102278
True,10.7162716617593,118,1000325-01-2,2520,1121.98630583546,87.3105194497135,"Succinic acid, octyl 3-phenylpropyl ester",C21H32O4,NIST17.L,123816.193536321,54087.7354387235,Sample,72102278
True,10.7489967103192,140,826-36-8,1306,1123.67737715886,94.4367758218018,"4-Piperidinone, 2,2,6,6-tetramethyl-",C9H17NO,NIST17.L,2638390.62769046,871626.063124662,Sample,72102278
True,10.861803870949,89,1825-61-2,524,1129.50670248638,85.7415262416522,"Methanol, TMS derivative",C4H12OSi,NIST17.L,3819173.96793949,1618645.65479333,Sample,72102278
True,10.9273282789838,95,56621-84-2,1168,1132.89268515978,73.6676076741873,"Pyrimidine, 5-formamido-",C5H5N3O,NIST17.L,57913.4308625416,8579.51335572002,Sample,72102278
True,11.0010967269505,93,79718-88-0,1456,1136.70467971495,72.0973043729547,"4-(2,7,7-Trimethylbicyclo[3.2.0]hept-2-en-1-yl)butan-2-one",C14H22O,NIST17.L,66021.8649511725,10687.8222199606,Sample,72102278
True,11.0208187029777,82.0999984741211,111-30-8,895,1137.72381550139,52.0148696260847,Glutaraldehyde,C5H8O2,NIST17.L,312727.335652603,53509.4090839843,Sample,72102278
True,11.0290063716092,99,78-40-0,1137,1138.14691438855,95.5417523847719,Triethyl phosphate,C6H15O4P,Tesla_Libary_2021_01_01.mslibrary.xml,1198277.94610922,140149.700899641,Sample,72102278
True,11.0675732152433,81.0999984741211,1000419-87-8,1250,1140.13986126483,56.8195258689532,"Urea, N,N-dimethyl-N'-isobutyl-",C7H16N2O,NIST17.L,103021.755910816,54540.8256678627,Sample,72102278
True,11.2294913050157,98,1728-46-7,1141,1148.50700051756,94.4490638098641,2-tert-Butylcyclohexanone,C10H18O,Tesla_Libary_2021_01_01.mslibrary.xml,626877.385369809,280088.862534237,Sample,72102278
True,11.2762095634784,96.0999984741211,1125-21-9,1145,1150.92117286082,65.9051862210475,"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",C9H12O2,NIST20.L,114074.322657432,26511.1248606515,Sample,72102278
True,11.4265765054013,133,16584-00-2,1156,1158.69140498155,50.2636345003278,"2H-Benzotriazole, 2-methyl-",C7H7N3,Tesla_Libary_2021_01_01.mslibrary.xml,18066.3929265209,9031.32258685308,Sample,72102278
True,11.5038351884842,92,100-86-7,1159,1162.68375790978,61.694938037929,"Benzeneethanol, .alpha.,.alpha.-dimethyl-",C10H14O,NIST20.L,309102.230020352,100332.785641353,Sample,72102278
